Dataset identifier,Study identifier,Disease identifier,Endpoint identifier,Environment identifier,Measurement-scale identifier,Response direction,Study role,Data source,Reported observations (n),Observations in quantitative summaries (n),Descriptive or supporting observations (n),Observations with categorical responses (n),Observations with numerical responses (n),Observations assessed using the candidate criterion (n)
ref_sharma_minicore_foliar_diseases_2012,ref_sharma_minicore_foliar_diseases_2012,anthracnose,reported_anthracnose_score,icrisat_patancheru_rainy_2010,foliar_disease_severity_score_1_9,Lower values indicate a more favorable response,Accession,Publicly available study source,243,243,0,243,243,243
ref_sharma_minicore_foliar_diseases_2012,ref_sharma_minicore_foliar_diseases_2012,anthracnose,reported_table2_anthracnose_mean,icrisat_patancheru_rainy_2009,foliar_disease_severity_score_1_9,Lower values indicate a more favorable response,Accession,Publicly available study source,38,38,0,38,38,38
ref_sharma_minicore_foliar_diseases_2012,ref_sharma_minicore_foliar_diseases_2012,anthracnose,reported_table2_anthracnose_mean,icrisat_patancheru_rainy_2010,foliar_disease_severity_score_1_9,Lower values indicate a more favorable response,Accession,Publicly available study source,38,38,0,38,38,38
ref_sharma_minicore_foliar_diseases_2012,ref_sharma_minicore_foliar_diseases_2012,leaf_blight,reported_leaf_blight_score,icrisat_patancheru_late_rainy_2009,foliar_disease_severity_score_1_9,Lower values indicate a more favorable response,Accession,Publicly available study source,38,38,0,38,38,38
ref_sharma_minicore_foliar_diseases_2012,ref_sharma_minicore_foliar_diseases_2012,leaf_blight,reported_leaf_blight_score,icrisat_patancheru_late_rainy_2010,foliar_disease_severity_score_1_9,Lower values indicate a more favorable response,Accession,Publicly available study source,38,38,0,38,38,38
ref_sharma_minicore_foliar_diseases_2012,ref_sharma_minicore_foliar_diseases_2012,rust,reported_greenhouse_rust_severity_percent,icrisat_patancheru_greenhouse,rust_severity_percent_0_100_modified_cobb,Lower values indicate a more favorable response,Accession,Publicly available study source,38,38,0,38,38,38
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_audpc_percent_days,arba_minch_ethiopia_2018_belg_field,percent_days_with_fisher_group_suffix,Lower values indicate a more favorable response,Screened genotype,Publicly available study source,13,13,0,13,13,13
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_audpc_percent_days,arba_minch_ethiopia_2018_belg_field,percent_days_with_fisher_group_suffix,Lower values indicate a more favorable response,Susceptible check,Publicly available study source,1,1,0,1,1,0
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_audpc_percent_days,derashe_ethiopia_2018_belg_field,percent_days_with_fisher_group_suffix,Lower values indicate a more favorable response,Screened genotype,Publicly available study source,13,13,0,13,13,13
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_audpc_percent_days,derashe_ethiopia_2018_belg_field,percent_days_with_fisher_group_suffix,Lower values indicate a more favorable response,Susceptible check,Publicly available study source,1,1,0,1,1,0
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_final_disease_incidence_percent,arba_minch_ethiopia_2018_belg_field,percent_0_100_with_fisher_group_suffix,Lower values indicate a more favorable response,Screened genotype,Publicly available study source,13,13,0,13,13,13
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_final_disease_incidence_percent,arba_minch_ethiopia_2018_belg_field,percent_0_100_with_fisher_group_suffix,Lower values indicate a more favorable response,Susceptible check,Publicly available study source,1,1,0,1,1,0
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_final_disease_incidence_percent,derashe_ethiopia_2018_belg_field,percent_0_100_with_fisher_group_suffix,Lower values indicate a more favorable response,Screened genotype,Publicly available study source,13,13,0,13,13,13
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_final_disease_incidence_percent,derashe_ethiopia_2018_belg_field,percent_0_100_with_fisher_group_suffix,Lower values indicate a more favorable response,Susceptible check,Publicly available study source,1,1,0,1,1,0
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_final_disease_severity_percent,arba_minch_ethiopia_2018_belg_field,percent_0_100_with_fisher_group_suffix,Lower values indicate a more favorable response,Screened genotype,Publicly available study source,13,13,0,13,13,13
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_final_disease_severity_percent,arba_minch_ethiopia_2018_belg_field,percent_0_100_with_fisher_group_suffix,Lower values indicate a more favorable response,Susceptible check,Publicly available study source,1,1,0,1,1,0
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_final_disease_severity_percent,derashe_ethiopia_2018_belg_field,percent_0_100_with_fisher_group_suffix,Lower values indicate a more favorable response,Screened genotype,Publicly available study source,13,13,0,13,13,13
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_final_disease_severity_percent,derashe_ethiopia_2018_belg_field,percent_0_100_with_fisher_group_suffix,Lower values indicate a more favorable response,Susceptible check,Publicly available study source,1,1,0,1,1,0
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_logistic_disease_progress_rate_per_day,arba_minch_ethiopia_2018_belg_field,logistic_model_rate_units_per_day,Lower values indicate a more favorable response,Screened genotype,Publicly available study source,13,13,0,13,13,13
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_logistic_disease_progress_rate_per_day,arba_minch_ethiopia_2018_belg_field,logistic_model_rate_units_per_day,Lower values indicate a more favorable response,Susceptible check,Publicly available study source,1,1,0,1,1,0
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_logistic_disease_progress_rate_per_day,derashe_ethiopia_2018_belg_field,logistic_model_rate_units_per_day,Lower values indicate a more favorable response,Screened genotype,Publicly available study source,13,13,0,13,13,13
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_logistic_disease_progress_rate_per_day,derashe_ethiopia_2018_belg_field,logistic_model_rate_units_per_day,Lower values indicate a more favorable response,Susceptible check,Publicly available study source,1,1,0,1,1,0
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_logistic_disease_progress_rate_standard_error,arba_minch_ethiopia_2018_belg_field,reported_logistic_model_parameter,Descriptive endpoint,Screened genotype,Publicly available study source,13,0,13,0,0,0
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_logistic_disease_progress_rate_standard_error,arba_minch_ethiopia_2018_belg_field,reported_logistic_model_parameter,Descriptive endpoint,Susceptible check,Publicly available study source,1,0,1,0,0,0
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_logistic_disease_progress_rate_standard_error,derashe_ethiopia_2018_belg_field,reported_logistic_model_parameter,Descriptive endpoint,Screened genotype,Publicly available study source,13,0,13,0,0,0
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_logistic_disease_progress_rate_standard_error,derashe_ethiopia_2018_belg_field,reported_logistic_model_parameter,Descriptive endpoint,Susceptible check,Publicly available study source,1,0,1,0,0,0
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_logistic_intercept_standard_error,arba_minch_ethiopia_2018_belg_field,reported_logistic_model_parameter,Descriptive endpoint,Screened genotype,Publicly available study source,13,0,13,0,0,0
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_logistic_intercept_standard_error,arba_minch_ethiopia_2018_belg_field,reported_logistic_model_parameter,Descriptive endpoint,Susceptible check,Publicly available study source,1,0,1,0,0,0
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_logistic_intercept_standard_error,derashe_ethiopia_2018_belg_field,reported_logistic_model_parameter,Descriptive endpoint,Screened genotype,Publicly available study source,13,0,13,0,0,0
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_logistic_intercept_standard_error,derashe_ethiopia_2018_belg_field,reported_logistic_model_parameter,Descriptive endpoint,Susceptible check,Publicly available study source,1,0,1,0,0,0
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_logistic_model_r_squared_percent,arba_minch_ethiopia_2018_belg_field,reported_logistic_model_parameter,Descriptive endpoint,Screened genotype,Publicly available study source,13,0,13,0,0,0
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_logistic_model_r_squared_percent,arba_minch_ethiopia_2018_belg_field,reported_logistic_model_parameter,Descriptive endpoint,Susceptible check,Publicly available study source,1,0,1,0,0,0
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_logistic_model_r_squared_percent,derashe_ethiopia_2018_belg_field,reported_logistic_model_parameter,Descriptive endpoint,Screened genotype,Publicly available study source,13,0,13,0,0,0
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_logistic_model_r_squared_percent,derashe_ethiopia_2018_belg_field,reported_logistic_model_parameter,Descriptive endpoint,Susceptible check,Publicly available study source,1,0,1,0,0,0
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_mean_severity_percent_for_reaction_class,arba_minch_ethiopia_2018_belg_field,percent_0_100_with_fisher_group_suffix,Lower values indicate a more favorable response,Screened genotype,Publicly available study source,13,13,0,13,13,13
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_mean_severity_percent_for_reaction_class,arba_minch_ethiopia_2018_belg_field,percent_0_100_with_fisher_group_suffix,Lower values indicate a more favorable response,Susceptible check,Publicly available study source,1,1,0,1,1,0
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_mean_severity_percent_for_reaction_class,derashe_ethiopia_2018_belg_field,percent_0_100_with_fisher_group_suffix,Lower values indicate a more favorable response,Screened genotype,Publicly available study source,13,13,0,13,13,13
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_mean_severity_percent_for_reaction_class,derashe_ethiopia_2018_belg_field,percent_0_100_with_fisher_group_suffix,Lower values indicate a more favorable response,Susceptible check,Publicly available study source,1,1,0,1,1,0
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_reported_reaction_type,arba_minch_ethiopia_2018_belg_field,reported_R_MR_S_HS_from_mean_severity_thresholds,Resistant classification is favorable,Screened genotype,Publicly available study source,13,13,0,13,0,13
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_reported_reaction_type,arba_minch_ethiopia_2018_belg_field,reported_R_MR_S_HS_from_mean_severity_thresholds,Resistant classification is favorable,Susceptible check,Publicly available study source,1,1,0,1,0,0
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_reported_reaction_type,derashe_ethiopia_2018_belg_field,reported_R_MR_S_HS_from_mean_severity_thresholds,Resistant classification is favorable,Screened genotype,Publicly available study source,13,13,0,13,0,13
ref_tesema_ethiopia_leaf_blight_2022,ref_tesema_ethiopia_leaf_blight_2022,leaf_blight,tlb_reported_reaction_type,derashe_ethiopia_2018_belg_field,reported_R_MR_S_HS_from_mean_severity_thresholds,Resistant classification is favorable,Susceptible check,Publicly available study source,1,1,0,1,0,0
ref_tesso_fusarium_stalk_rot_2009,ref_tesso_fusarium_stalk_rot_2009_protocol_2001,fusarium_stalk_rot,fusarium_stalk_rot_lesion_length_cm_mean,manhattan_kansas_field_2001_14_days_after_inoculation_marginal_across_inoculum_doses,mean_necrotic_lesion_length_cm,Lower values indicate less disease,Resistant hybrid,Publicly available study source,1,1,0,1,1,0
ref_tesso_fusarium_stalk_rot_2009,ref_tesso_fusarium_stalk_rot_2009_protocol_2001,fusarium_stalk_rot,fusarium_stalk_rot_lesion_length_cm_mean,manhattan_kansas_field_2001_14_days_after_inoculation_marginal_across_inoculum_doses,mean_necrotic_lesion_length_cm,Lower values indicate less disease,Susceptible hybrid,Publicly available study source,1,1,0,1,1,0
ref_tesso_fusarium_stalk_rot_2009,ref_tesso_fusarium_stalk_rot_2009_protocol_2001,fusarium_stalk_rot,fusarium_stalk_rot_lesion_length_cm_mean,manhattan_kansas_field_2001_21_days_after_inoculation_marginal_across_inoculum_doses,mean_necrotic_lesion_length_cm,Lower values indicate less disease,Resistant hybrid,Publicly available study source,1,1,0,1,1,0
ref_tesso_fusarium_stalk_rot_2009,ref_tesso_fusarium_stalk_rot_2009_protocol_2001,fusarium_stalk_rot,fusarium_stalk_rot_lesion_length_cm_mean,manhattan_kansas_field_2001_21_days_after_inoculation_marginal_across_inoculum_doses,mean_necrotic_lesion_length_cm,Lower values indicate less disease,Susceptible hybrid,Publicly available study source,1,1,0,1,1,0
ref_tesso_fusarium_stalk_rot_2009,ref_tesso_fusarium_stalk_rot_2009_protocol_2001,fusarium_stalk_rot,fusarium_stalk_rot_lesion_length_cm_mean,manhattan_kansas_field_2001_28_days_after_inoculation_marginal_across_inoculum_doses,mean_necrotic_lesion_length_cm,Lower values indicate less disease,Resistant hybrid,Publicly available study source,1,1,0,1,1,0
ref_tesso_fusarium_stalk_rot_2009,ref_tesso_fusarium_stalk_rot_2009_protocol_2001,fusarium_stalk_rot,fusarium_stalk_rot_lesion_length_cm_mean,manhattan_kansas_field_2001_28_days_after_inoculation_marginal_across_inoculum_doses,mean_necrotic_lesion_length_cm,Lower values indicate less disease,Susceptible hybrid,Publicly available study source,1,1,0,1,1,0
ref_tesso_fusarium_stalk_rot_2009,ref_tesso_fusarium_stalk_rot_2009_protocol_2001,fusarium_stalk_rot,fusarium_stalk_rot_lesion_length_cm_mean,manhattan_kansas_field_2001_35_days_after_inoculation_marginal_across_inoculum_doses,mean_necrotic_lesion_length_cm,Lower values indicate less disease,Resistant hybrid,Publicly available study source,1,1,0,1,1,0
ref_tesso_fusarium_stalk_rot_2009,ref_tesso_fusarium_stalk_rot_2009_protocol_2001,fusarium_stalk_rot,fusarium_stalk_rot_lesion_length_cm_mean,manhattan_kansas_field_2001_35_days_after_inoculation_marginal_across_inoculum_doses,mean_necrotic_lesion_length_cm,Lower values indicate less disease,Susceptible hybrid,Publicly available study source,1,1,0,1,1,0
ref_tesso_fusarium_stalk_rot_2009,ref_tesso_fusarium_stalk_rot_2009_protocol_2001,fusarium_stalk_rot,fusarium_stalk_rot_lesion_length_cm_mean,manhattan_kansas_field_2001_42_days_after_inoculation_marginal_across_inoculum_doses,mean_necrotic_lesion_length_cm,Lower values indicate less disease,Resistant hybrid,Publicly available study source,1,1,0,1,1,0
ref_tesso_fusarium_stalk_rot_2009,ref_tesso_fusarium_stalk_rot_2009_protocol_2001,fusarium_stalk_rot,fusarium_stalk_rot_lesion_length_cm_mean,manhattan_kansas_field_2001_42_days_after_inoculation_marginal_across_inoculum_doses,mean_necrotic_lesion_length_cm,Lower values indicate less disease,Susceptible hybrid,Publicly available study source,1,1,0,1,1,0
ref_tesso_fusarium_stalk_rot_2009,ref_tesso_fusarium_stalk_rot_2009_protocol_2001,fusarium_stalk_rot,fusarium_stalk_rot_lesion_length_cm_mean,manhattan_kansas_field_2001_inoculum_0_conidia_ml_marginal_across_incubation_periods,mean_necrotic_lesion_length_cm,Lower values indicate less disease,Resistant hybrid,Publicly available study source,1,1,0,1,1,0
ref_tesso_fusarium_stalk_rot_2009,ref_tesso_fusarium_stalk_rot_2009_protocol_2001,fusarium_stalk_rot,fusarium_stalk_rot_lesion_length_cm_mean,manhattan_kansas_field_2001_inoculum_0_conidia_ml_marginal_across_incubation_periods,mean_necrotic_lesion_length_cm,Lower values indicate less disease,Susceptible hybrid,Publicly available study source,1,1,0,1,1,0
